article_name,country,revision_id,article_quality,population
Mohammad Farouk Tayfour,Syria,723303095,Stub,17065000.0
Hilal Hilal,Syria,723401447,Stub,17065000.0
Ahmad Diyab,Syria,724686059,Stub,17065000.0
Ali Abdul Karim,Syria,725064769,Stub,17065000.0
Muhammad Khayr Bey,Syria,726179745,Stub,17065000.0
Hilal al-Atrash,Syria,726218320,Stub,17065000.0
Lubanah Mshaweh,Syria,728755706,Stub,17065000.0
Mohammed Saeed Bekheitan,Syria,730567042,Start,17065000.0
Mohammad Jihad al-Laham,Syria,732438376,Stub,17065000.0
Muhammad Naji al-Otari,Syria,735537313,Start,17065000.0
Daham Miro,Syria,741347158,Stub,17065000.0
Mowaffak Allaf,Syria,745088799,Stub,17065000.0
Tawfiq Bay,Syria,746329334,Start,17065000.0
Template:Presidents of Syria,Syria,746355269,Stub,17065000.0
Saleh Z. Habal,Syria,746517975,Stub,17065000.0
Shu'ayb ibn Khazim,Syria,747232842,Stub,17065000.0
Wahib al-Ghanim,Syria,747738977,Stub,17065000.0
?sa Huso,Syria,749205386,Stub,17065000.0
Mohammed Akkad,Syria,755482736,Stub,17065000.0
Mustafa al-Siba'i,Syria,757012163,Start,17065000.0
Sami al-Jundi,Syria,757012706,Start,17065000.0
Khaled al-Ayoubi,Syria,757182890,Stub,17065000.0
Abdul Rauf al-Kasm,Syria,758263363,Stub,17065000.0
Abdul Rahman Khleifawi,Syria,758264617,Stub,17065000.0
Yusuf Zuayyin,Syria,763109346,Stub,17065000.0
Ahmad al-Khatib,Syria,768160468,Stub,17065000.0
Safwan al-Qudsi,Syria,768161410,Start,17065000.0
Abdul-Salam Ojeili,Syria,768270296,Stub,17065000.0
Hisham Marwah,Syria,769061503,Stub,17065000.0
Salim Kallas,Syria,769295457,Start,17065000.0
Saadallah Agha al-Qalaa,Syria,769724578,Stub,17065000.0
Faisal Mekdad,Syria,771968074,Start,17065000.0
Riyad Naasan Agha,Syria,773077096,Stub,17065000.0
Samir Nashar,Syria,773079265,Stub,17065000.0
Mohammad Jumah,Syria,774494242,Stub,17065000.0
Issam al-Attar,Syria,775558271,Start,17065000.0
Hadad-yith'i,Syria,775687661,Start,17065000.0
Naser al-Hariri,Syria,776157278,Start,17065000.0
Ghassan Ibrahim,Syria,776217531,Stub,17065000.0
Jihad Makdissi,Syria,776646947,Start,17065000.0
Dawoud Rajiha,Syria,780161038,C,17065000.0
Khalil Mardam Bey,Syria,782285534,Start,17065000.0
Issam Bagdi,Syria,783616524,Stub,17065000.0
Abd al-Razzaq al-Dandashi,Syria,784112344,Start,17065000.0
Izzat Husrieh,Syria,785937263,Start,17065000.0
Mahmoud al-Ayyubi,Syria,786051778,Stub,17065000.0
Maamun al-Kuzbari,Syria,786052788,Start,17065000.0
Antun Maqdisi,Syria,787220417,Stub,17065000.0
Nasim al-Safarjalani,Syria,787912133,Start,17065000.0
Abd al-Rahman Shahbandar,Syria,788211572,Start,17065000.0
Hisham Ikhtiyar,Syria,788403067,C,17065000.0
Ali Haidar (politician),Syria,788473610,Start,17065000.0
Omran al-Zoubi,Syria,788491984,Stub,17065000.0
Amer Husni Lutfi,Syria,788788974,Stub,17065000.0
Munif al-Razzaz,Syria,789332149,GA,17065000.0
Assef Shawkat,Syria,789977324,GA,17065000.0
Nazim al-Kudsi,Syria,791133699,C,17065000.0
Said al-Ghazzi,Syria,791325617,Stub,17065000.0
Abdulbaset Sieda,Syria,791764297,Start,17065000.0
Omar Abu Risha,Syria,792451225,Start,17065000.0
Husni al-Barazi,Syria,792707361,Start,17065000.0
Najah al-Attar,Syria,793050599,Start,17065000.0
Adnan al-Malki,Syria,793426093,C,17065000.0
Diab al-Mashi,Syria,794406190,Stub,17065000.0
Ali Sadreddine Al-Bayanouni,Syria,794884456,Start,17065000.0
Randa Kassis,Syria,795541891,Start,17065000.0
Hassan al-Hakim,Syria,796159124,Stub,17065000.0
Fawzi Selu,Syria,796341871,Start,17065000.0
Khalid Bakdash,Syria,796342212,Start,17065000.0
Adib Shishakli,Syria,796432100,C,17065000.0
Subhi Bey Barakat,Syria,796433919,Start,17065000.0
Suheir Atassi,Syria,796575840,Start,17065000.0
Ahmad Jarba,Syria,796930357,Start,17065000.0
Taj al-Din al-Hasani,Syria,797060485,C,17065000.0
Abd al-Karim al-Jundi,Syria,797368628,C,17065000.0
Lu'ay al-Atassi,Syria,797929950,C,17065000.0
Al-Assad family,Syria,798391085,GA,17065000.0
Ahmad Y. al-Hassan,Syria,798919907,Start,17065000.0
Hêvî Îbrahîm,Syria,799272756,Stub,17065000.0
Ahmad Tu'mah,Syria,799331538,Stub,17065000.0
Asya Abdullah,Syria,799396735,Stub,17065000.0
Mahmoud al-Abrash,Syria,799464837,Stub,17065000.0
Maarouf al-Dawalibi,Syria,799587592,Stub,17065000.0
Hassan al-Nouri,Syria,799905336,Stub,17065000.0
Abdo Hussameddin,Syria,800139979,Stub,17065000.0
Husni al-Za'im,Syria,800858419,C,17065000.0
Mohammed Ali Bey al-Abed,Syria,802438077,Start,17065000.0
Sultan al-Atrash,Syria,802438087,C,17065000.0
Ata Bey al-Ayyubi,Syria,802438122,Start,17065000.0
Khalid al-Azm,Syria,802438133,Start,17065000.0
Shukri al-Quwatli,Syria,802438271,FA,17065000.0
Hrant Maloyan,Syria,802438738,Start,17065000.0
Ahmad Izzat al-Abid,Syria,802446310,Stub,17065000.0
Mar'i Pasha al-Mallah,Syria,802446407,Start,17065000.0
Anas al-Abdah,Syria,802475770,Start,17065000.0
List of Presidents of Syria,Syria,802670412,Start,17065000.0
Muhammad al-Sufi,Syria,803225661,C,17065000.0
Hasan Turkmani,Syria,803225795,C,17065000.0
Imad Khamis,Syria,803346943,Start,17065000.0
Hashim al-Atassi,Syria,803398761,C,17065000.0
Amin al-Hafiz,Syria,803927017,C,17065000.0
Fuad Issa al-Jouni,Syria,804366004,Stub,17065000.0
Mahmoud Zuabi,Syria,804371725,C,17065000.0
Salah al-Din al-Bitar,Syria,804429213,C,17065000.0
Emad Abdul-Ghani Sabouni,Syria,804795465,Start,17065000.0
Bashir al-Azma,Syria,804804348,Stub,17065000.0
Muhammad Ali al-Halabi,Syria,804859621,Start,17065000.0
Jamil al-Ulshi,Syria,804953355,Start,17065000.0
Bashar Jaafari,Syria,804966359,Stub,17065000.0
Ghazi Kanaan,Syria,805444727,GA,17065000.0
Hafez al-Assad,Syria,805558756,FA,17065000.0
Ahmad Nami,Syria,805916672,Start,17065000.0
Nureddin al-Atassi,Syria,805916756,Start,17065000.0
Sami al-Hinnawi,Syria,805916849,Stub,17065000.0
Salih Muslim Muhammad,Syria,806144510,C,17065000.0
Abdul Halim Khaddam,Syria,806523274,C,17065000.0
Bashar al-Assad,Syria,806711600,FA,17065000.0
Abdullah al-Ahmar,Syria,806936953,Start,17065000.0
Michel Aflaq,Syria,807067490,FA,17065000.0
Maksud Ibragimov,Tajikistan,660214915,Start,8452153.0
Olimzhon Boboyev,Tajikistan,709720172,Stub,8452153.0
Akbar Turajonzoda,Tajikistan,710652820,Start,8452153.0
Amirsho Miraliyev,Tajikistan,715978328,Stub,8452153.0
Asadullo Gulomov,Tajikistan,720467692,Stub,8452153.0
Qozidavlat Qoimdodov,Tajikistan,730077343,Stub,8452153.0
Rajabboy Norkallayev,Tajikistan,738984692,Stub,8452153.0
Faridun Muhiddinov,Tajikistan,738984697,Stub,8452153.0
Nurudin N. Mukhitdinov,Tajikistan,745767599,Stub,8452153.0
Muhiddin Kabiri,Tajikistan,749815198,Start,8452153.0
Safarali Kenjayev,Tajikistan,766118657,C,8452153.0
List of leaders of Tajikistan,Tajikistan,783896246,Start,8452153.0
Ghaffor Mirzoyev,Tajikistan,787313903,Stub,8452153.0
Georgy Koshlakov,Tajikistan,789811730,Stub,8452153.0
Ramazon Rahimov,Tajikistan,794625221,Stub,8452153.0
Shirinsho Shotemur,Tajikistan,795941445,Start,8452153.0
Homiddin Sharifov,Tajikistan,796043034,Start,8452153.0
Sirodjidin Aslov,Tajikistan,796297048,Start,8452153.0
Alim Sherzamonov,Tajikistan,796947283,Start,8452153.0
Rahmon Nabiyev,Tajikistan,800346518,Start,8452153.0
Qadriddin Aslonov,Tajikistan,800346739,Stub,8452153.0
Qahhor Mahkamov,Tajikistan,800347072,Start,8452153.0
Yaqub Salimov,Tajikistan,800350740,Stub,8452153.0
Khayrinisso Yusufi,Tajikistan,800814816,Start,8452153.0
Rustam Emomali,Tajikistan,800833479,C,8452153.0
Akbarsho Iskandrov,Tajikistan,800905868,Stub,8452153.0
Shukhrat Sultonov,Tajikistan,801652104,C,8452153.0
List of Chairmen of Gorno-Badakhshan Autonomous Province,Tajikistan,801795696,Stub,8452153.0
Otakhon Latifi,Tajikistan,801964264,Start,8452153.0
First Secretary of the Communist Party of Tajikistan,Tajikistan,803267497,Start,8452153.0
Abduhalim Nazarzoda,Tajikistan,803929238,Start,8452153.0
Minister of Foreign Affairs of the Republic of Tajikistan,Tajikistan,804769527,Start,8452153.0
President of Tajikistan,Tajikistan,805318794,Start,8452153.0
Sherali Khayrulloyev,Tajikistan,805473555,Stub,8452153.0
Template:TajikPresidents,Tajikistan,805475840,Stub,8452153.0
Qimmatgul Aliberdiyeva,Tajikistan,806290080,Stub,8452153.0
Gulafzo Savriddinova,Tajikistan,806290431,Stub,8452153.0
Sherali Mirzo,Tajikistan,806389355,Start,8452153.0
Emomali Rahmon,Tajikistan,806519054,C,8452153.0
Umarali Quvvatov,Tajikistan,807396058,C,8452153.0
Template:Governors-General of Mauritius,Mauritius,660242064,Stub,1262660.0
Template:Vice Presidents of Mauritius,Mauritius,730658786,Stub,1262660.0
Rama Sithanen,Mauritius,731947303,Start,1262660.0
Kailash Purryag,Mauritius,739446110,C,1262660.0
John Shaw Rennie,Mauritius,740410033,Start,1262660.0
Karl Offmann,Mauritius,740899810,C,1262660.0
Raouf Bundhun,Mauritius,744596469,Start,1262660.0
Adrien d'Épinay,Mauritius,747782563,Start,1262660.0
Rabindrah Ghurburrun,Mauritius,751744933,Stub,1262660.0
Vasant Bunwaree,Mauritius,760160687,Start,1262660.0
Sangeet Fowdar,Mauritius,760751159,C,1262660.0
Template:Prime Ministers of Mauritius,Mauritius,761693972,Stub,1262660.0
Nando Bodha,Mauritius,761721236,Start,1262660.0
Rashid Beebeejaun,Mauritius,761822097,Start,1262660.0
Anil Bachoo,Mauritius,761836081,Stub,1262660.0
Xavier-Luc Duval,Mauritius,761860243,C,1262660.0
Leela Devi Dookhun,Mauritius,761861065,Start,1262660.0
Chief Commissioner of Rodrigues,Mauritius,770493732,Start,1262660.0
Clarisse House,Mauritius,779270129,Stub,1262660.0
Maya Hanoomanjee,Mauritius,779414011,C,1262660.0
List of Presidents of Mauritius,Mauritius,781113845,C,1262660.0
List of Prime Ministers of Mauritius,Mauritius,781115538,C,1262660.0
President of Mauritius,Mauritius,784515275,GA,1262660.0
Monique Ohsan Bellepeau,Mauritius,787808495,Start,1262660.0
Satya Faugoo,Mauritius,788532399,Start,1262660.0
Arvin Boolell,Mauritius,789871081,Start,1262660.0
Abdool Razack Mohamed,Mauritius,790007983,Start,1262660.0
Barlen Vyapoory,Mauritius,790008036,Stub,1262660.0
Cassam Moollan,Mauritius,790008038,Start,1262660.0
Dev Virahsawmy,Mauritius,790008053,Start,1262660.0
Gaëtan Jabeemissar,Mauritius,790008058,Stub,1262660.0
Henry Garrioch,Mauritius,790008066,Start,1262660.0
Jagdish Koonjul,Mauritius,790008077,Stub,1262660.0
James Burty David,Mauritius,790008081,Stub,1262660.0
Jaya Krishna Cuttaree,Mauritius,790008083,Stub,1262660.0
Madan Dulloo,Mauritius,790008103,Stub,1262660.0
Muhammad Uteem,Mauritius,790008104,Stub,1262660.0
Nita Deerpalsing,Mauritius,790008105,Stub,1262660.0
Pritam Singh Mattan,Mauritius,790008127,Stub,1262660.0
Rajesh Jeetah,Mauritius,790008129,Stub,1262660.0
Razack Peeroo,Mauritius,790008135,Stub,1262660.0
Serge Clair,Mauritius,790008145,Stub,1262660.0
Sookdeo Bissoondoyal,Mauritius,790008148,Start,1262660.0
Shirin Aumeeruddy-Cziffra,Mauritius,790605845,Start,1262660.0
Navin Ramgoolam,Mauritius,793300907,C,1262660.0
Dayendranath Burrenchobay,Mauritius,793301004,Stub,1262660.0
Paul Bérenger,Mauritius,793301082,C,1262660.0
Angidi Chettiar,Mauritius,794337068,Start,1262660.0
Jean-Claude Pierre-Louis,Mauritius,796660470,Stub,1262660.0
Ajay Daby,Mauritius,796726308,Start,1262660.0
Ashok Jugnauth,Mauritius,798309009,Start,1262660.0
Seewoosagur Ramgoolam,Mauritius,798636116,C,1262660.0
Prime Minister of Mauritius,Mauritius,799520075,C,1262660.0
Pravind Jugnauth,Mauritius,800271568,C,1262660.0
Governor-General of Mauritius,Mauritius,800727258,Start,1262660.0
Vice-President of Mauritius,Mauritius,800727419,C,1262660.0
Veerasamy Ringadoo,Mauritius,801097593,Stub,1262660.0
Anil Gayan,Mauritius,801584874,Start,1262660.0
Eddy J. Changkye,Mauritius,802172886,C,1262660.0
Roshi Bhadain,Mauritius,802639260,Stub,1262660.0
Cassam Uteem,Mauritius,802675574,Start,1262660.0
Louis Joseph Coralie,Mauritius,802922988,Stub,1262660.0
Alan Ganoo,Mauritius,803473842,Stub,1262660.0
Johnson Roussety,Mauritius,804235176,Stub,1262660.0
Ameenah Gurib,Mauritius,804670170,C,1262660.0
Anerood Jugnauth,Mauritius,806230213,B,1262660.0
Raman Osman,Mauritius,807064228,Stub,1262660.0
Sheila Bappoo,Mauritius,807312522,C,1262660.0
Abu Sayyaf (Jordan),Jordan,662927043,Start,8118000.0
Tawfiq Kreishan,Jordan,717726139,Start,8118000.0
Ahmad Masa'deh,Jordan,717962073,Stub,8118000.0
Attallah Suheimat,Jordan,720201700,Start,8118000.0
Salah Suheimat,Jordan,720298438,Start,8118000.0
Samih al-Maaytah,Jordan,721867598,Stub,8118000.0
Muhammad Suheimat,Jordan,738544746,Start,8118000.0
Fayez Tarawneh,Jordan,740703317,Start,8118000.0
Akram al-Homsi,Jordan,742931478,Stub,8118000.0
Nader Al-Dahabi,Jordan,746952680,Start,8118000.0
Muhammad Ali Ja'abari,Jordan,748112672,Stub,8118000.0
Toujan al-Faisal,Jordan,753532080,C,8118000.0
Laith Shubeilat,Jordan,760257274,Stub,8118000.0
Ina'am Al-Mufti,Jordan,760533730,Start,8118000.0
Nadia Hashem,Jordan,760549444,Stub,8118000.0
Maha Ali,Jordan,766558056,C,8118000.0
Majd Shweikeh,Jordan,767396222,Start,8118000.0
Zaid Al-Rifai,Jordan,770482355,Start,8118000.0
Faisal Al-Fayez,Jordan,773011173,Start,8118000.0
Fakhri Qawar,Jordan,774161630,Start,8118000.0
Marouf al-Bakhit,Jordan,783675339,Start,8118000.0
Tawfik Abu Al-Huda,Jordan,787533920,Start,8118000.0
Kamel Arekat,Jordan,787969992,Stub,8118000.0
Taghreed Hikmat,Jordan,788036635,Start,8118000.0
Ali Abu Al-Ragheb,Jordan,788467361,Start,8118000.0
Ibrahim Hashem,Jordan,788656317,Start,8118000.0
Hazza' al-Majali,Jordan,789596894,Start,8118000.0
Amjad Adaileh,Jordan,790001661,Start,8118000.0
Awad Khleifat,Jordan,790263418,Start,8118000.0
Fawzi Al-Mulki,Jordan,790575563,Start,8118000.0
Taher al-Masri,Jordan,790576035,Start,8118000.0
Samir Al-Rifai,Jordan,790862483,Start,8118000.0
Samir Rifai,Jordan,795170378,Start,8118000.0
Omar Maani,Jordan,795789105,C,8118000.0
Rida Pasha al-Rikabi,Jordan,797341514,C,8118000.0
Kamel Mahadin,Jordan,798038218,C,8118000.0
Awn Al-Khasawneh,Jordan,799259332,Start,8118000.0
Mudar Badran,Jordan,799792556,Start,8118000.0
Sa`id Al-Mufti,Jordan,800014850,Start,8118000.0
Alaa Batayneh,Jordan,800487745,Start,8118000.0
Ali Suheimat,Jordan,800659369,C,8118000.0
Wasfi al-Tal,Jordan,801038851,C,8118000.0
Ali Khulqi Alsharairi,Jordan,802444183,Start,8118000.0
Samir Murad,Jordan,803817290,Start,8118000.0
Ghaleb Zu'bi,Jordan,805434313,Start,8118000.0
Prince Rashed Al-Khuzai,Jordan,805712225,GA,8118000.0
Zaid ibn Shaker,Jordan,806394553,Start,8118000.0
Dina Kawar,Jordan,806501595,C,8118000.0
Henry Soum,Monaco,668095014,Stub,38088.0
Thierry Poyet,Monaco,695938011,Stub,38088.0
Eric Elena,Monaco,695941127,Stub,38088.0
Jean-François Robillon,Monaco,697507956,Start,38088.0
Émile Pelletier,Monaco,711880477,Stub,38088.0
Jacques Dupont (politician),Monaco,719004658,Stub,38088.0
Jean Ausseil,Monaco,719004710,Stub,38088.0
Paul Demange,Monaco,719004863,Stub,38088.0
Pierre Voizard,Monaco,719005053,Stub,38088.0
François-Didier Gregh,Monaco,719010068,Stub,38088.0
Émile Roblot,Monaco,719010105,Stub,38088.0
Henry Mauran,Monaco,719010117,Stub,38088.0
Maurice Bouilloux-Lafont,Monaco,719010132,Stub,38088.0
Maurice Piette,Monaco,719010142,Stub,38088.0
Raymond Le Bourdon,Monaco,719010167,Stub,38088.0
Jacques Rit,Monaco,729983127,Stub,38088.0
Jean Herly,Monaco,741698063,Start,38088.0
Pierre de Witasse,Monaco,747700365,Stub,38088.0
Georges Jaloustre,Monaco,752633458,Stub,38088.0
André Saint-Mleux,Monaco,767381386,Stub,38088.0
Pierre Blanchy,Monaco,774861661,Stub,38088.0
Émile Flach,Monaco,777883777,Stub,38088.0
Paul Dijoud,Monaco,780984172,Stub,38088.0
Stéphane Valeri,Monaco,782186918,Start,38088.0
Patrice Cellario,Monaco,782745582,Start,38088.0
Robert Calcagno,Monaco,787366281,C,38088.0
Jean-Louis Campora,Monaco,787954999,Start,38088.0
Jean Reymond,Monaco,791944495,Stub,38088.0
List of mayors of Monaco,Monaco,795678028,Stub,38088.0
Christophe Steiner,Monaco,796619628,Stub,38088.0
Georges Marsan,Monaco,797099265,Start,38088.0
Minister of State (Monaco),Monaco,798147963,Start,38088.0
Jacques Rueff,Monaco,798348058,C,38088.0
Laurent Nouvion,Monaco,798578265,Stub,38088.0
Serge Telle,Monaco,799411698,C,38088.0
Michel Roger,Monaco,799412259,Stub,38088.0
Michel Lévêque,Monaco,800663247,Stub,38088.0
Gilles Tonelli,Monaco,800957240,C,38088.0
Paul Masseron,Monaco,801934528,Start,38088.0
Jean-Charles Allavena,Monaco,803155552,Stub,38088.0
Taieb Ghafes,Morocco,669266906,Stub,34121000.0
Larbi Messari,Morocco,678532348,Start,34121000.0
Omar Benjelloun,Morocco,697280332,Stub,34121000.0
Mohammad Temim,Morocco,699136209,Start,34121000.0
Template:Morocco-politician-stub,Morocco,704039243,Stub,34121000.0
Bouchaib Benlabsir,Morocco,705653632,Stub,34121000.0
Fathallah Oualalou,Morocco,709406390,Stub,34121000.0
Omar El Bahraoui,Morocco,713858784,Stub,34121000.0
Mustapha Oukacha,Morocco,715653724,Stub,34121000.0
Mohammed Kabbaj,Morocco,716693543,Stub,34121000.0
Khnata bent Bakkar,Morocco,717710707,Stub,34121000.0
Abdellatif Zeroual,Morocco,719325721,Stub,34121000.0
List of administrators of the Tangier International Zone,Morocco,719472399,Start,34121000.0
Nouzha Skalli,Morocco,720741950,Start,34121000.0
Nabil Benabdallah,Morocco,721414558,Stub,34121000.0
Mohamed Najib Boulif,Morocco,721422529,Stub,34121000.0
Amina Benkhadra,Morocco,721440247,Stub,34121000.0
Mohamed El Ouafa,Morocco,721838764,Stub,34121000.0
Fouad Douiri,Morocco,721849503,Stub,34121000.0
Idriss Azami Al Idrissi,Morocco,721924181,Start,34121000.0
Mohamed Saad Alami,Morocco,722084772,Stub,34121000.0
Khalid Naciri,Morocco,722148469,Stub,34121000.0
Yasmina Baddou,Morocco,722156134,Start,34121000.0
Jamal Aghmani,Morocco,722178408,Stub,34121000.0
Mohamed Boussaid,Morocco,722179858,Stub,34121000.0
Touriya Jabrane,Morocco,722184866,Stub,34121000.0
Saad Hassar,Morocco,722193761,Stub,34121000.0
Latifa Labida,Morocco,722201957,Stub,34121000.0
Ahmed Ameziane,Morocco,722203464,Stub,34121000.0
Anis Birou,Morocco,722220505,Stub,34121000.0
Abdeslam Al Mesbahi,Morocco,722221136,Stub,34121000.0
Najib Zerouali Ouariti,Morocco,722275127,Stub,34121000.0
Najima Rhozali,Morocco,722276483,Stub,34121000.0
Mohamed Habib Sinaceur,Morocco,722443477,Stub,34121000.0
Zoulikha Nasri,Morocco,722853260,Stub,34121000.0
Mohamed Abbou (Moroccan politician),Morocco,722998748,Stub,34121000.0
Rochdi Chraibi,Morocco,723859134,Stub,34121000.0
Ahmed al-Ghazzal,Morocco,730273027,Stub,34121000.0
Habib El Malki,Morocco,739378376,Stub,34121000.0
Nezha Chekrouni,Morocco,740398936,Stub,34121000.0
Mohand Laenser,Morocco,741080958,Stub,34121000.0
Latifa Akherbach,Morocco,741680722,Stub,34121000.0
Abdeladim El Guerrouj,Morocco,742213828,Stub,34121000.0
Abdessadek Rabiaa,Morocco,742218102,Stub,34121000.0
Mohammed ibn Abdessalam ibn Nasir,Morocco,742511588,Stub,34121000.0
Omar Jazouli,Morocco,743978434,Stub,34121000.0
Sidi al-Ayachi,Morocco,744123117,Start,34121000.0
Hamid Chabat,Morocco,744214941,Stub,34121000.0
Abdelouahed Belkeziz,Morocco,744258891,Start,34121000.0
Aziza Bennani,Morocco,744270945,Stub,34121000.0
Moses Pallache,Morocco,744502799,C,34121000.0
Yusuf Biscaino,Morocco,745302645,Stub,34121000.0
Abdelkhalek Torres,Morocco,745442959,Stub,34121000.0
David Pallache,Morocco,745842058,Start,34121000.0
Isaac Pallache,Morocco,745843028,Stub,34121000.0
Aïcha Belarbi,Morocco,746412529,Stub,34121000.0
Joseph Pallache,Morocco,747547989,C,34121000.0
Abderrahmane Sbai,Morocco,747855944,Stub,34121000.0
Mohammed al-Makki al-Nasiri,Morocco,748110918,Stub,34121000.0
Mohamed Ouzzine,Morocco,750138485,Stub,34121000.0
Moncef Belkhayat,Morocco,751509494,Start,34121000.0
Abdallah ibn Al-Aftas,Morocco,751729309,Stub,34121000.0
Lahcen Daoudi,Morocco,754422669,Stub,34121000.0
List of colonial governors of Ifni,Morocco,754612294,Stub,34121000.0
Ahmed Belbachir Haskouri,Morocco,754635591,B,34121000.0
Ahmed Toufiq Hejira,Morocco,756676153,Stub,34121000.0
Lahcen Haddad,Morocco,758094392,Stub,34121000.0
Mhamed El Khalifa,Morocco,760178811,Stub,34121000.0
Rachid Talbi Alami,Morocco,760179887,Stub,34121000.0
Mohamed Taieb Naciri,Morocco,762058199,Stub,34121000.0
Ahmed ibn Abi Mahalli,Morocco,762151376,Stub,34121000.0
Omar Kabbaj,Morocco,762637783,Stub,34121000.0
Maguy Kakon,Morocco,768370828,Start,34121000.0
Adil Douiri,Morocco,768667417,Stub,34121000.0
Driss Basri,Morocco,769000526,C,34121000.0
Taieb Fassi Fihri,Morocco,770926364,Stub,34121000.0
Mbarka Bouaida,Morocco,771632316,Start,34121000.0
Mohamed Aujjar,Morocco,773926461,Stub,34121000.0
Abdellatif Loudiyi,Morocco,774053146,Stub,34121000.0
Template:MoroccanPMs,Morocco,774099468,Stub,34121000.0
Rachad Bouhlal,Morocco,774127646,Start,34121000.0
Abdellatif Filali,Morocco,774204035,Start,34121000.0
Azzeddine Laraki,Morocco,774204093,Start,34121000.0
Ahmed Chami,Morocco,777801039,Stub,34121000.0
Khalid Alioua,Morocco,778785653,Stub,34121000.0
Abdelkader Pérez,Morocco,781113203,Stub,34121000.0
Mohammed Achaari,Morocco,782030181,Start,34121000.0
Ahmad ibn Qasim Al-Hajar?,Morocco,782104852,C,34121000.0
Mostapha Sahel,Morocco,782171324,Stub,34121000.0
Idriss al-Amraoui,Morocco,782309705,Stub,34121000.0
Robert Assaraf,Morocco,782533887,Stub,34121000.0
Maati Bouabid,Morocco,783511832,Stub,34121000.0
Driss Lachgar,Morocco,784193147,Stub,34121000.0
Khalihenna Ould Errachid,Morocco,784444000,C,34121000.0
Mohammed ibn abd al-Wahab al-Ghassani,Morocco,785035097,Stub,34121000.0
Moha ou Said,Morocco,785504026,C,34121000.0
Princess Lalla Aicha of Morocco,Morocco,786260189,Start,34121000.0
Nabila Mounib,Morocco,786867183,Start,34121000.0
Leon Benzaquen,Morocco,786990669,Start,34121000.0
Mohammed ben Hadou,Morocco,787288103,Start,34121000.0
Mohammed al-Hajj ibn Abu Bakr al-Dila'i,Morocco,787288114,Stub,34121000.0
Abdellatif Maazouz,Morocco,787388953,Stub,34121000.0
Abdelwahed Radi,Morocco,787389480,Stub,34121000.0
Abdeslam Ahizoune,Morocco,787390116,Stub,34121000.0
Abdessamad Qaiouh,Morocco,787390281,Stub,34121000.0
Mohammed Ameur,Morocco,787811474,Stub,34121000.0
Princess Lalla Joumala Alaoui,Morocco,787811809,Start,34121000.0
Ahmed Akhchichine,Morocco,787911797,Stub,34121000.0
Hakima El Haite,Morocco,787995105,C,34121000.0
Mohamed Bennouna,Morocco,788018310,Start,34121000.0
Mohammed Loulichki,Morocco,788018499,Stub,34121000.0
Mohammed al-Mokhtar Soussi,Morocco,788110559,Start,34121000.0
Abdellah Baha,Morocco,788110636,Start,34121000.0
Abdelkrim al-Khatib,Morocco,788211188,Start,34121000.0
Ali Yata,Morocco,788441300,Stub,34121000.0
Taieb Cherkaoui,Morocco,788555591,Stub,34121000.0
Driss Jettou,Morocco,788666931,Start,34121000.0
Nadia Yassine,Morocco,788976529,Stub,34121000.0
Abu al-Qasim al-Zayyani,Morocco,789183550,Start,34121000.0
Mohammed Ziane,Morocco,789299139,Start,34121000.0
Nizar Baraka,Morocco,789596668,Stub,34121000.0
Karim Ghellab,Morocco,789596672,Stub,34121000.0
Abdelkader Aamara,Morocco,789596677,Stub,34121000.0
Lahbib Choubani,Morocco,789596696,Start,34121000.0
Bassima Hakkaoui,Morocco,789596702,Stub,34121000.0
Mustapha El Khalfi,Morocco,789596709,Stub,34121000.0
Aziz Rabbah,Morocco,789596713,Stub,34121000.0
Mustafa Ramid,Morocco,789596716,Stub,34121000.0
Mustapha Mansouri,Morocco,789596719,Start,34121000.0
Asma Chaabi,Morocco,789596723,Stub,34121000.0
El Hossein El Ouardi,Morocco,789596728,Start,34121000.0
Abdelouahed Souhail,Morocco,789596737,Stub,34121000.0
Mohamed El Yazghi,Morocco,789596747,Stub,34121000.0
Mohamed Medbouh,Morocco,789705206,C,34121000.0
Mohamed Amine Sbihi,Morocco,789831410,Stub,34121000.0
Aziz Mekouar,Morocco,789904460,C,34121000.0
Abu-l-Hasan al-Tamgruti,Morocco,790317503,Stub,34121000.0
Abbas El Fassi,Morocco,791759538,Start,34121000.0
Abderrahmane Youssoufi,Morocco,791760146,Start,34121000.0
Khadija Ryadi,Morocco,792008880,Stub,34121000.0
Mohamed Bouzoubaa,Morocco,792242667,Stub,34121000.0
Youssef Amrani,Morocco,792249874,Start,34121000.0
Yassir Znagui,Morocco,792347134,Stub,34121000.0
Samuel Pallache,Morocco,793364442,C,34121000.0
Chafik Rachadi,Morocco,793543212,C,34121000.0
Charki Draiss,Morocco,793637406,Stub,34121000.0
Abdallah Ibrahim,Morocco,793718347,Stub,34121000.0
Allal al-Fassi,Morocco,793820093,Start,34121000.0
Abdelkrim Motii,Morocco,793856342,Stub,34121000.0
Said Chaou,Morocco,795280659,Start,34121000.0
Amina Bouayach,Morocco,795361713,Start,34121000.0
Ahmed al-Hiba,Morocco,795375668,Start,34121000.0
Muhammad al-Muqri,Morocco,795377465,Start,34121000.0
Mouha ou Hammou Zayani,Morocco,795377600,Start,34121000.0
List of rulers of Morocco,Morocco,795964881,C,34121000.0
