country,page,last_edit
Taiwan,Su Chun-jung,767969965
Taiwan,Su Jain-rong,754951326
Taiwan,Sun Lih-chyun,799569545
Taiwan,Sun Ta-chuan,797151419
Taiwan,Sun Te-hsiung,754953077
Taiwan,Sung Yu-hsieh,755821632
Taiwan,Irving H.C. Tai,758394764
Taiwan,Teng Min-chih,755819501
Taiwan,Tibusungu 'e Vayayana,754083908
Taiwan,Timothy Ting,701014752
Taiwan,Tsai Ching-hwa,799569401
Taiwan,Tsai Chuen-horng,768879764
Taiwan,Tsai De-sheng,781126235
Taiwan,Tsai Huei-min,755819084
Taiwan,Tsai Mi-ching,799570482
Taiwan,Tseng Shu-cheng,755518156
Taiwan,Wang Chung-yi,755817794
Taiwan,Wang Ginn-wang,763800605
Taiwan,Wang Kwo-tsai,789381469
Taiwan,Wang Li-ling,752841817
Taiwan,Wang Mei-hua,781328475
Taiwan,Wang Yu-chi,789445701
Taiwan,Wu Chih-chung,794024114
Taiwan,Wu Mei-hung,792172782
Taiwan,Wu Rong-i,803664360
Taiwan,Wu Shiow-ming,801645657
Taiwan,Wu Tsung-tsong,795799497
Taiwan,Wu Tzu-hsin,784601783
Taiwan,Yan Hong-sen,769063141
Taiwan,Yan Jeou-rong,780066526
Taiwan,Yang Wei-fuu,776365041
Taiwan,Yao Jen-to,786870086
Taiwan,Yen Chiu-lai,791197927
Taiwan,Yu Ching-tang,792545317
Taiwan,Yu Hsiao-cheng,804821168
Taiwan,Yu Ming-shi,805367157
Taiwan,Yuan Tze-yu,798615824
Taiwan,Zhu Jiahua,793085129
Taiwan,Chang Chuan-tien,785153272
Taiwan,Chang Chun-hung,788028560
Taiwan,Chen Kuei-miao,774075954
Taiwan,Chiang Peng-chien,799570585
Taiwan,Chiou I-jen,798928248
Taiwan,Chiu Chuang-liang,799569252
Taiwan,Fei Hsi-ping,793960068
Taiwan,Hung Chi-chang,799569814
Taiwan,Jaw Shaw-kong,756732391
Taiwan,Ju Gau-jeng,769905668
Taiwan,Kang Ning-hsiang,799999346
Taiwan,Lee Ching-hua,765234214
Taiwan,Freddy Lim,799569566
Taiwan,Lin Cheng-chieh,779330463
Taiwan,Lin Cho-shui,756897093
Taiwan,Walis Perin,799569227
Taiwan,Shen Fu-hsiung,801530016
Taiwan,Su Tseng-chang,799358729
Taiwan,James Tsai,790553690
Taiwan,Yen Chin-fu,757353921
Taiwan,Yen Ching-piao,768991544
Taiwan,You Ching,801322683
Taiwan,Yu Shyi-kun,799329078
Taiwan,Cheng Chih-lung (basketball),786877848
Taiwan,Henry Hsu,804502522
Taiwan,Huang Chih-hsiung,752820880
Taiwan,Jack C. K. Teng,801335752
Taiwan,Template:Taiwan-politician-stub,615935504
Taiwan,Template:Taiwan-diplomat-stub,567181489
Taiwan,Template:Taiwan-mayor-stub,805147882
Taiwan,Johan van der Burg,763640975
Taiwan,Chan I-hua,806148768
Taiwan,Thomas Chan,776173874
Taiwan,Chang Chi-yun,793597475
Taiwan,Chang Feng-hsu,799085476
Taiwan,Helen Chang,793597998
Taiwan,Chang Liang-jen,786871809
Taiwan,Chang San-cheng,805727872
Taiwan,Chang Tong-rong,798961098
Taiwan,Chang Tzi-chin,763939836
Taiwan,Chang Wen-ing,790350399
Taiwan,Chao Yao-tung,773449118
Taiwan,Chen Chao-min,786869058
Taiwan,Chen Chieh-ju (born 1937),795274175
Taiwan,Chen Chien-liang,786878373
Taiwan,Arthur Y. Chen,780796304
Taiwan,Chen Chao-ming,786871281
Taiwan,Chen Chi-chuan,793811920
Taiwan,Chen Chi-lu,793812212
Taiwan,Chen Chien-jen (born 1939),781045617
Taiwan,Chen Chih-ching,781006404
Taiwan,Chen Chin-jun,793812734
Taiwan,Chen Der-hwa,761534819
Taiwan,Chen Fu-hai,783705327
Taiwan,Hsiao-hung Nancy Chen,793658481
Taiwan,Chen Hsueh-sheng,799570409
Taiwan,Chen I-hsing,795795267
Taiwan,Chen Jian-yu,794789618
Taiwan,Chen Kuang-fu,711596369
Taiwan,Chen Li-chen,779721834
Taiwan,Chen Liang-gee,801340733
Taiwan,Chen Ming-jen,759304620
Taiwan,Chen Ming-tang,780960535
Taiwan,Chen Po-chih,768067018
Taiwan,Chen Shi-chang,737991531
Taiwan,Chen Shih-chung,793814810
Taiwan,Chen Shu-hui,793814925
Taiwan,Chen Shui-tsai,758682356
Taiwan,Chen Ta-ching,710095591
Taiwan,Chen Ting-fei,777430049
Taiwan,Chen Wei-zen,796682993
Taiwan,Chen Wu-hsiung,779329843
Taiwan,Cheng Li-wen,804820558
Taiwan,Cheng Jei-cheng,804820682
Taiwan,Cheng Wen-tsan,795006340
Taiwan,Chiang Chung-ling,780796472
Taiwan,Chiang Been-huang,715041819
Taiwan,Chiang Hsiao-wu,800807109
Taiwan,Chiang Hsiao-yung,530544520
Taiwan,Frederick Chien,795593731
Taiwan,Chien Tai-lang,793944091
Taiwan,Chin Hsiao-hui,805128467
Taiwan,Chiu Ching-chun,794037214
Taiwan,Chiu Yi,775971139
Taiwan,Chiu Chuang-huan,717512990
Taiwan,Paul Chiu,781324428
Taiwan,Chou Hsi-wei,794102586
Taiwan,Cyrus Chu,805573361
Taiwan,Chu Fu-sung,795749472
Taiwan,Chuo Rung-tai,786868152
Taiwan,Winston Dang,789400191
Taiwan,Day Guey-ing,788591885
Taiwan,John Deng,789227920
Taiwan,Woody Duh,804364721
Taiwan,Fan Lai-chin,805197380
Taiwan,Feng Shih-kuan,773944795
Taiwan,Fu Kun-chi,783346239
Taiwan,Calivat Gadu,786872977
Taiwan,Han Kuo-yu,759664380
Taiwan,Hao Feng-ming,805576023
Taiwan,Ho Chih-chin,805575351
Taiwan,Hochen Tan,748482058
Taiwan,Hong Hocheng,786868229
Taiwan,Hou Chong-wen,805576696
Taiwan,Hou Sheng-mao,805575013
Taiwan,Hsiao Chia-chi,774128815
Taiwan,George Hsieh,801128796
Taiwan,Hsu Cheng-kuang,783440162
Taiwan,Hsu Chih-chieh,799571100
Taiwan,Hsu Ching-chung,800683260
Taiwan,Hsu Chun-yat,752841804
Taiwan,Hsu Jan-yau,786881873
Taiwan,Hsu Li-teh,798618667
Taiwan,Hsu Ming-tsai,792958517
Taiwan,Hsu Shui-teh,792688043
Taiwan,Hsu Te-hsiang,801343345
Taiwan,Hsu Tsai-li,723280242
Taiwan,Hsu Yao-chang,786869672
Taiwan,Hsueh Jui-yuan,778111181
Taiwan,Hsueh Ling,768068754
Taiwan,Hu Chen-pu,793197546
Taiwan,Huang Chao-shun,743302784
Taiwan,Huang Chieh,794201626
Taiwan,Huang Chu-wen,761074170
Taiwan,George Huang (politician),799571221
Taiwan,James C. F. Huang,780959175
Taiwan,Justin Huang,756606361
Taiwan,Huang Kuo-chung,786870462
Taiwan,Huang Min-hui,786873670
Taiwan,Huang Pi-twan,787219583
Taiwan,Huang Shao-ku,786869155
Taiwan,Hwang Jung-chiou,790768506
Taiwan,Hwang Wang-hsiang,786873833
Taiwan,Icyang Parod,737972993
Taiwan,Iwan Nawi,795594372
Taiwan,Kang Shih-ju,795594483
Taiwan,Kao Su-po,780277757
Taiwan,Ker Chien-ming,783712458
Taiwan,Simon Ko,758060701
Taiwan,Koh Se-kai,797436566
Taiwan,Ku Meng-yu,786880612
Taiwan,John Kuan,799779367
Taiwan,Kuo Fang-yu,786873032
Taiwan,Kuo Kuo-wen,799503989
Taiwan,Kuo Ting-tsai,779330048
Taiwan,Lee Chao-ching,790553794
Taiwan,Lee Chin-yung,776355501
Taiwan,Lee Chu-feng,770375158
Taiwan,Lee Chun-yi,780978255
Taiwan,David Lee (politician),789357267
Taiwan,Lee Fu-hsing,804116289
Taiwan,Lee Hsin,724861210
Taiwan,Lee I-yang,768168369
Taiwan,Lee Jye,806268022
Taiwan,Lee Meng-yen,800001909
Taiwan,Lee Ruey-tsang,769235159
Taiwan,Lee Shu-chuan,759614813
Taiwan,Lee Sush-der,765267997
Taiwan,Lee Tien-yu,761349682
Taiwan,Lee Yi-ting,805488141
Taiwan,Li Tianmin,798630593
Taiwan,Lee Yuan-tsu,760987606
Taiwan,Liao Liou-yi,760963711
Taiwan,Liao Cheng-hao,777431164
Taiwan,Lin Fong-cheng,802873067
Taiwan,Lin Tzu-ling,760970380
Taiwan,Lin Yu-chang,780593713
Taiwan,Lin Chih-chien,800998505
Taiwan,Lin Chuan,756605638
Taiwan,Lin Hsi-shan,736664820
Taiwan,Lin Hsi-yao,750892903
Taiwan,Lin Hsin-i,804479231
Taiwan,Lin Hung-chih,781521451
Taiwan,Lin Jeng-yi,780615532
Taiwan,Lucia Lin,786874899
Taiwan,Lin Mei-chu,789449096
Taiwan,Lin Ming-chen,777431415
Taiwan,Lin Neng-pai,786874913
Taiwan,Lin Shu-chen,786883245
Taiwan,Lin Shu-fen,780758168
Taiwan,Lin Tsung-hsien,778869784
Taiwan,Lin Tzou-yien,804271544
Taiwan,Lin Wen-lang,766751652
Taiwan,Lin Yi-shih,786871298
Taiwan,Lin Yu-fang,786868277
Taiwan,Liu Cheng-hung,791678228
Taiwan,Liu Cheng-ying,790071367
Taiwan,Liu Chuan-chung,780595638
Taiwan,Liu Hsien-tong,780951390
Taiwan,Liu Kuo-chuan,782005867
Taiwan,Liu Shen-liang,788681195
Taiwan,Liu Wen-hsiung (1941–1990),805476016
Taiwan,Liu Yuh-san,805544726
Taiwan,Lu Yu-wen,785605298
Taiwan,Meng Fan-chao,793401963
Taiwan,Mou Chung-yuan,772390602
Taiwan,Pan Men-an,805492696
Taiwan,Pan Shih-wei,761180310
Taiwan,Pan Wen-chung,780758100
Taiwan,Shea Jia-dong,761141148
Taiwan,Stephen Shen,786872846
Taiwan,Sheu Yu-jer,799569300
Taiwan,Shih Chih-ming,759614202
Taiwan,Joseph Shih,786875530
Taiwan,Shih Yen-shiang,774497630
Taiwan,Shiu Ming-neng,786875778
Taiwan,Shu Chin-chiang,786868425
Taiwan,Shyu Jyuo-min,793197878
Taiwan,Su Chia-chyuan,780757668
Taiwan,Su Chih-fen,786870495
Taiwan,Henry Sun,798603007
Taiwan,Tai Chen-yao,776355857
Taiwan,Tang Yao-ming,804842247
Taiwan,Teng Tsu-lin,771212300
Taiwan,Tien Chiu-chin,737512327
Taiwan,Ting Mao-shih,753094173
Taiwan,Tjiu Mau-ying,786881384
Taiwan,Hollington Tong,786871028
Taiwan,Tsai Duei,761547293
Taiwan,Tsai Sen-tien,801343355
Taiwan,Tsai Sheng-pang,796688006
Taiwan,Tsao Chi-hung,786871291
Taiwan,Tsay Jaw-yang,780591356
Taiwan,Tseng Chung-ming,786868487
Taiwan,Tseng Jing-ling,799327574
Taiwan,Tseng Ming-chung,786875994
Taiwan,Tseng Yung-chuan,802087425
Taiwan,Tu Cheng-sheng,789721982
Taiwan,Tung Kuo-yu,786879421
Taiwan,Twu Shiing-jer,804685356
Taiwan,Ovid Tzeng,804293010
Taiwan,Wang Cheng-teng,801815288
Taiwan,Wang Chien-fa,786898013
Taiwan,Wang Sing-nan,796311506
Taiwan,Wang Yu-yun,804395323
Taiwan,Wei Kuo-yen,803791627
Taiwan,Wei Yung,786869220
Taiwan,Wen Hsing-tsun,792073632
Taiwan,Wu Chi-ming,792165386
Taiwan,Wu Ming-ji,786881665
Taiwan,Wu Chen-huan,786868516
Taiwan,Wu Cherng-dean,786876334
Taiwan,Wu Ching-ji,780952949
Taiwan,Wu Jin-lin,801155536
Taiwan,John Wu (politician),753825787
Taiwan,Wu Nai-ren,786870511
Taiwan,Wu Se-hwa,798901714
Taiwan,Wu Shih-wen,785147530
Taiwan,Wu Tang-chieh,761025180
Taiwan,Wu Tieh-cheng,771110811
Taiwan,Wu Tze-cheng,790359572
Taiwan,Wu Ying-yih,759355849
Taiwan,Wu Yu-jen,780277719
Taiwan,Yang Chih-liang,791898698
Taiwan,Yang Chin-hu,773391053
Taiwan,Yang Chiu-hsing,786877184
Taiwan,Yang Hung-duen,775942894
Taiwan,Yang Kuo-chiang,786877311
Taiwan,Yang Sui-sheng,798558498
Taiwan,Timothy Yang,782963588
Taiwan,Pasuya Yao,761475154
Taiwan,Yeh Chin-fong,756998766
Taiwan,Yeh Ching-chuan,749137623
Taiwan,George Yeh,786868537
Taiwan,Yeh Hsien-hsiu,753826118
Taiwan,Yeh Jiunn-rong,761182163
Taiwan,Yeh Shin-cheng,789721582
Taiwan,Yiin Chii-ming,746071945
Taiwan,You Hwai-yin,780946979
Taiwan,Yu Cheng-hsien,802652886
Taiwan,Yu Kuo-hwa,786868565
Taiwan,Jason Yuan,772444660
Taiwan,Chen Mei-ling,799570146
Taiwan,Chiang Wei-shui,786877678
Taiwan,Koxinga,786877795
Taiwan,Liu Yongfu,789272946
Taiwan,Qiu Fengjia,798627051
Taiwan,Xie Jieshi,767876161
Taiwan,Zheng Chenggong,703693244
Taiwan,Zheng Jing,803929238
Taiwan,Zheng Keshuang,710652820
Taiwan,Zheng Kezang,800905868
Tajikistan,Qimmatgul Aliberdiyeva,796947283
Tajikistan,Gulafzo Savriddinova,715978328
Tajikistan,Khayrinisso Yusufi,804549747
Tajikistan,Safarali Kenjayev,720467692
Tajikistan,Otakhon Latifi,790441234
Tajikistan,Abduhalim Nazarzoda,805387653
Tajikistan,Umarali Quvvatov,738984697
Tajikistan,Sirodjidin Aslov,802839168
Tajikistan,Asadullo Gulomov,803267497
Tajikistan,Sherali Khayrulloyev,789811730
Tajikistan,Georgy Koshlakov,787313903
Tajikistan,Sherali Mirzo,806290431
Tajikistan,Faridun Muhiddinov,796043034
Tajikistan,Nurudin N. Mukhitdinov,800814816
Tajikistan,Qozidavlat Qoimdodov,801795696
Tajikistan,Ramazon Rahimov,769153954
Tajikistan,Yaqub Salimov,783896246
Tajikistan,Homiddin Sharifov,789814541
Tajikistan,Akbar Turajonzoda,660214915
Tajikistan,Qadriddin Aslonov,804769527
Tajikistan,First Secretary of the Communist Party of Tajikistan,749815198
Tajikistan,Akbarsho Iskandrov,745767599
Tajikistan,List of leaders of Tajikistan,778643285
Tajikistan,Qahhor Mahkamov,709720172
Tajikistan,Rahmon Nabiyev,801964264
Tajikistan,President of Tajikistan,805318794
Tajikistan,Emomali Rahmon,800346739
Tajikistan,Template:TajikPresidents,800347072
Tajikistan,Olimzhon Boboyev,806290080
Tajikistan,Rustam Emomali,730077343
Tajikistan,Muhiddin Kabiri,800346518
Tajikistan,List of Chairmen of Gorno-Badakhshan Autonomous Province,738984692
Tajikistan,Maksud Ibragimov,794625221
Tajikistan,Minister of Foreign Affairs of the Republic of Tajikistan,800833479
Tajikistan,Amirsho Miraliyev,766118657
Tajikistan,Ghaffor Mirzoyev,805473555
Tajikistan,Rajabboy Norkallayev,805473778
Tajikistan,Nusratullo Maksum,795941445
Tajikistan,Alim Sherzamonov,801652104
Tajikistan,Shirinsho Shotemur,796297048
Tajikistan,Shukhrat Sultonov,783462162
Tanzania,List of Speakers of the National Assembly of Tanganyika,805398554
Tanzania,Anna Abdallah,800350740
Tanzania,Maida Abdallah,777260238
Tanzania,Bahati Ali Abeid,802745798
Tanzania,Tulia Ackson,803091760
Tanzania,Fatma Ali,805475840
Tanzania,Elizabeth Nkunda Batenga,787405667
Tanzania,Diana Mkumbo Chilolo,794186162
Tanzania,Josephine Johnson Genzabuke,789711985
Tanzania,Hawa Ghasia,796933704
Tanzania,Zuleikha Yunus Haji,803810384
Tanzania,Maria Ibeshi Hewa,796434031
Tanzania,Asha Mshimba Jecha,712766657
Tanzania,Janet Bina Kahama,789815056
Tanzania,Salma Kikwete,789814494
Tanzania,Anna Komu,789294810
Tanzania,Rosebud Kurwijila,797226900
Tanzania,Al-Shymaa Kway-Geer,801159043
Tanzania,Anne Makinda,789815002
Tanzania,Mwele Ntuli Malecela,735737567
Tanzania,Mariam Mfaki,793937971
Tanzania,Asha-Rose Migiro,789814791
Tanzania,Bibi Titi Mohammed,789814762
Tanzania,Gertrude Mongella,725284673
Tanzania,Mary Machuche Mwanjelwa,805413782
Tanzania,Mariam Omar (politician),706183416
Tanzania,Khadija Salum Ally Al-Qassmy,788963378
Tanzania,Anna Senkoro,789815013
Tanzania,Subira Khamis Mgalu,735190518
Tanzania,Samia Suluhu,789814812
Tanzania,Anna Tibaijuka,750357494
Tanzania,Abeid Karume,706281586
Tanzania,Kimweri Mputa Magogo,789814467
Tanzania,Kimweri ye Nyumbai,786181650
Tanzania,Simeon Laiseri,728211265
Tanzania,Thomas Marealle,723316359
Tanzania,Mbegha,789814956
Tanzania,Mirambo,788973031
Tanzania,Chief Mkwawa,789814452
Tanzania,Roland Brown,805632515
Tanzania,John Mwakangale,727994519
Tanzania,Kleist Sykes,746935238
Tanzania,Abdulrahman Mohamed Babu,804831746
Tanzania,Ali Muhsin al-Barwani,799047241
Tanzania,Mohamed Gharib Bilal,789815157
Tanzania,Wolfgang Dourado,752223339
Tanzania,Juma Duni Haji,745120445
Tanzania,Seif Sharif Hamad,699701755
Tanzania,Muhammad Shamte Hamadi,795821594
Tanzania,Omar Ali Juma,805276899
Tanzania,Jumbe Rajab Jumbe,802062175
Tanzania,Abdullah Kassim Hanga,722809464
Tanzania,Haji Mussa Kitole,806259752
Tanzania,Geoffrey Charles Lawrence,800962119
Tanzania,Ali Hassan Mwinyi,801281907
Tanzania,Ali Mwinyigogo,789814938
Tanzania,Shamsi Vuai Nahodha,788962499
Tanzania,Ali Mohamed Shein,788962511
Tanzania,Haroun Suleiman,788962486
Tanzania,Template:Tanzania-politician-stub,788962520
Tanzania,Template:Tanzania-diplomat-stub,749363493
Tanzania,Template:Tanzania-mayor-stub,788962566
Tanzania,Mohamed Rished Abdallah,709790909
Tanzania,Rashid Abdallah,730428322
Tanzania,Mohammed Abdulaziz,757666866
Tanzania,Amir Abedi,724678968
Tanzania,Abdul-Aziz Abood,712050205
Tanzania,Juma Akukweti,776699041
Tanzania,Mustapha Akunaay,799561228
Tanzania,Abdalla Ali,744275097
Tanzania,Ali Haji Ali,745750306
Tanzania,Ali Tarab Ali,710911346
Tanzania,Amina Salum Ali,788962714
Tanzania,Juma Ali,671029717
Tanzania,Mbarouk Ali,783052525
Tanzania,Aziza Sleyum Ally,735636657
Tanzania,Hussein Amar,805571135
Tanzania,Ame Pandu Ame,788962552
Tanzania,Abdallah Ameir,788969097
Tanzania,Ameir Ali Ameir,788962507
Tanzania,Kheri Ameir,788962538
Tanzania,Abdulsalaam Amer,788962570
Tanzania,Timothy Apiyo,712068906
Tanzania,Said Arfi,709790778
Tanzania,Idd Azzan,788962502
Tanzania,Omary Badwel,788962514
Tanzania,Nuru Awadhi Bafadhili,788962709
Tanzania,Faida Mohamed Bakar,788962554
Tanzania,Abubakar Khamis Bakary,788962504
Tanzania,Feetham Filipo Banyikwa,709790631
Tanzania,Salum Khalfani Bar'wani,799023359
Tanzania,Salum Barwany,805274848
Tanzania,Joel Bendera,732171396
Tanzania,Gosbert Blandes,788962541
Tanzania,Lolesia Bukwimba,788962806
Tanzania,Selemani Bungara,788962477
Tanzania,Felister Aloyce Bura,788962521
Tanzania,Batilda Salha Burian,788962568
Tanzania,Agripina Buyogera,788962547
Tanzania,Saidi Bwanamdogo,789814699
Tanzania,Jerome Bwanausi,788962559
Tanzania,Kisyeri Chambiri,805276645
Tanzania,Cyril Chami,723948684
Tanzania,Pindi Chana,549366748
Tanzania,Ania Said Chaurembo,446465586
Tanzania,Gideon Asimulike Cheyo,446468308
Tanzania,John Cheyo,788963439
Tanzania,Hezekiah Chibulunje,773024393
Tanzania,Amina Chifupa,788963381
Tanzania,Mathias Chikawe,738088103
Tanzania,John Chiligati,788963094
Tanzania,Samuel Mchele Chitalilo,788963346
Tanzania,Christopher Chiza,749488069
Tanzania,Patrick Chokala,738480491
Tanzania,Muhammad Chomboh,788963342
Tanzania,Amina Clement,788963589
Tanzania,Maua Abeid Daftari,799652258
Tanzania,Paschal Constantine Degera,738480484
Tanzania,Hasnain Dewji,804899076
Tanzania,Ahmed Hassan Diria,788963364
Tanzania,Meryce Mussa Emmanuel,709979697
Tanzania,Bakari Shamis Faki,788963434
Tanzania,Haji Faki,788963520
Tanzania,Saleh Ali Farrah,788963349
Tanzania,Fatma Abdulhabib Fereji,788972681
Tanzania,Deo Filikunjombe,743920089
Tanzania,Stephen Jones Galinoma,788963484
Tanzania,Lawrence Gama,788962932
Tanzania,Zainab Amir Gama,788972792
Tanzania,Haji Mwita Haji,804572194
Tanzania,Ali Juma Haji,788963515
Tanzania,Khatib Haji,788963387
Tanzania,Hamad Ali Hamad,788972927
Tanzania,Aeshi Hilaly,788963144
Tanzania,Parmukh Singh Hoogan,712082170
Tanzania,Terezya Huvisa,715165020
Tanzania,Seif Ali Iddi,738480520
Tanzania,Issa Kassim Issa,788963343
Tanzania,Yahya Kassim Issa,787343275
Tanzania,Waride Jabu,788972932
Tanzania,Jaddy Simai Jaddy,717702453
Tanzania,Selemani Jafo,714688037
Tanzania,Athumani S. Janguo,709980475
Tanzania,Mwadini Abbas Jecha,718036963
Tanzania,Juliana Shonza,709979454
Tanzania,Juma Sururu Juma,762483439
Tanzania,Rajab Ahmad Juma,761236986
Tanzania,Riziki Omar Juma,803295897
Tanzania,Shoka Khamis Juma,804588826
Tanzania,Hamoud Jumaa,745800872
Tanzania,Gaudentia Kabaka,709980489
Tanzania,Amani W. A. Kabourou,709979742
Tanzania,Siraju Juma Kaboyonga,788963454
Tanzania,Phares Kashemeza Kabuye,788963479
Tanzania,Mgeni Jadi Kadika,788963473
Tanzania,David Kafulila,709979729
Tanzania,Khamis Kagasheki,788972942
Tanzania,Kulikoyela Kahigi,787391321
Tanzania,Haji Kai,779721627
Tanzania,Charles Muguta Kajege,787997453
Tanzania,Moshi Kakoso,797892104
Tanzania,Innocent Kalogeris,788963771
Tanzania,Diodorus Kamala,788963735
Tanzania,Titus Kamani,793531133
Tanzania,Sinkamba Kandege,788964005
Tanzania,Juma Kapuya,787984122
Tanzania,Nazir Karamagi,783143945
Tanzania,Teddy Louise Kasella-Bantu,788972937
Tanzania,Mariam Kasembe,800658127
Tanzania,Al Noor Kassum,788963706
Tanzania,Sylvester Kasulumbayi,788963984
Tanzania,Eustace Katagira,804898821
Tanzania,Shukuru Kawambwa,788963638
Tanzania,Rashidi Kawawa,709980087
Tanzania,Vita Kawawa,738480504
Tanzania,Gaudence Kayombo,585894477
Tanzania,Stephen Kebwe,788964013
Tanzania,Charles N. Keenja,788963655
Tanzania,Ally Keissy,788963789
Tanzania,Stanley Kevela,788963681
Tanzania,Salim Abdallah Khalfan,792699334
Tanzania,Khalifa Suleiman Khalifa,788963627
Tanzania,Hemed Khamis,788963746
Tanzania,Kheir Khamis,798328801
Tanzania,Mwajuma Hassan Khamis,788963689
Tanzania,Sadifa Khamis,804956071
Tanzania,Salim Khamis,788963981
Tanzania,Vuai Abdallah Khamis,788963649
Tanzania,Yussuf Khamis,788963766
Tanzania,Abdisalaam Issa Khatib,738480508
Tanzania,Hassan Rajab Khatib,709980378
Tanzania,Muhammed Seif Khatib,780260342
Tanzania,Aliko Kibona,705961390
Tanzania,Abdallah Kigoda,788963749
Tanzania,Aisha Omar Kigoda,709980224
Tanzania,Mendrad Kigola,788963752
Tanzania,Hassan Chande Kigwalilo,788963710
Tanzania,Juma Hassan Killimbah,788963675
Tanzania,Modestus Kilufi,709980237
Tanzania,Chabaka Kilumanga,788963733
Tanzania,Fuya Godwin Kimbita,788963696
Tanzania,Abdulrahman Kinana,724510861
Tanzania,Remidus E. Kissassi,788963671
Tanzania,Dunstan Kitandula,788963712
Tanzania,Charles Kitwanga,783047507
Tanzania,Highness Kiwia,788963757
Tanzania,Silvestry Koka,805276486
Tanzania,Horace Kolimba,789175960
Tanzania,John Komba,788964263
Tanzania,Celina Kombani,788964469
Tanzania,Kombo Khamis Kombo,805276523
Tanzania,Suleiman Omar Kumchaya,791493199
Tanzania,William Jonathan Kusila,788964209
Tanzania,Paul Henry Kyara,793436210
Tanzania,Michael Laizer,788964292
Tanzania,Godbless Lema,799193622
Tanzania,James Lembeli,800304105
Tanzania,Castor Raphael Ligallama,746367950
Tanzania,Festus Limbu,788964442
Tanzania,Alphaxard Lugola,788964221
Tanzania,William Lukuvi,788964283
Tanzania,Livingstone Lusinde,788964179
Tanzania,John Lwanji,788964618
Tanzania,Gerson Lwenge,723777527
Tanzania,Clemence Beatus Lyamba,788964540
Tanzania,Mahadhi Maalim,788964194
Tanzania,Sylvester Mabumba,788964063
Tanzania,Moses Machali,788964280
Tanzania,Salvatory Machemli,803886588
Tanzania,Jumanne Maghembe,804535062
Tanzania,Milton Mahanga,788973010
Tanzania,Binilith Mahenge,788964131
Tanzania,Ezekiel Maige,788964271
Tanzania,Emmanuel Makaidi,788964313
Tanzania,Amos Makalla,783828906
Tanzania,Yusuf Makamba,788972999
Tanzania,Ramo Makani,788964376
Tanzania,Paul Makonda,788964551
Tanzania,John Malecela,706496086
Tanzania,Adam Malima,804817270
Tanzania,Kighoma Malima,723484442
Tanzania,David Mallole,788973017
Tanzania,Ignas Malocha,788964546
Tanzania,Ramadhani Athumani Maneno,788964485
Tanzania,Philip Mangula,788964394
Tanzania,Murtaza Mangungu,788964560
Tanzania,Tuvako Manongi,788964018
Tanzania,Shanif Mansoor,788964651
Tanzania,Philip Marmo,788964145
Tanzania,Abdul Marombwa,788964359
Tanzania,Hamad Masauni,788040381
Tanzania,Augustino Masele,788964158
Tanzania,Stephen Masele,805807742
Tanzania,Wilson Masilingi,788973021
Tanzania,Zubeir Ali Maulid,723774726
Tanzania,Donald Max,788964689
Tanzania,Antony Mbassa,788965519
Tanzania,James Mbatia,788965496
Tanzania,Monica Ngezi Mbega,788964773
Tanzania,Janet Mbene,788965446
Tanzania,Simon Mbilinyi,788964869
Tanzania,Freeman Mbowe,788965389
Tanzania,Halima Mdee,788973727
Tanzania,Zakia Meghji,788965032
Tanzania,Modest Mero,800658148
Tanzania,Athuman Mfutakamba,788965076
Tanzania,Feteh Saad Mgeni,788965118
Tanzania,Mahmoud Mgimwa,788965564
Tanzania,Laus Omar Mhina,788964872
Tanzania,Zabein Mhita,804245908
Tanzania,Desderius Mipata,805226898
Tanzania,Mohamed Missanga,788965366
Tanzania,Faith Mitambo,788965655
Tanzania,Dunstan Mkapa,788964848
Tanzania,Nimrod Mkono,803769154
Tanzania,Felix Mkosamali,793134850
Tanzania,George Mkuchika,788973626
Tanzania,Mustafa Mkulo,788973048
Tanzania,Herbert Mntangi,788964822
Tanzania,Mohamed Mnyaa,788964830
Tanzania,John Mnyika,788965258
Tanzania,Hamad Rashid Mohamed,788964940
Tanzania,Rajab Mohammed,786327860
Tanzania,Philip Mpango,788965349
Tanzania,Luhaga Mpina,788964886
Tanzania,Hadji Mponda,803025230
Tanzania,Mr. II,788973041
Tanzania,Basil Mramba,788965250
Tanzania,Pius Msekwa,788964826
Tanzania,Assumpter Mshama,803740549
Tanzania,Peter Msigwa,788965535
Tanzania,Peter Msolla,788965668
Tanzania,Saidi Mtanda,788965176
Tanzania,Abdul Mteketa,788973046
Tanzania,Abbas Zuberi Mtemvu,788965456
Tanzania,Mtutura A. Mtutura,788965468
Tanzania,Wilson Mukama,788965338
Tanzania,Fenella Mukangara,805276573
Tanzania,Liberata Mulamula,787321208
Tanzania,Philipo Mulugo,788965286
Tanzania,Hasnain Murji,788965482
Tanzania,Haji Mussa,706496028
Tanzania,Mussa Hassan Mussa,788973027
Tanzania,Sengondo Mvungi,723777455
Tanzania,Harrison Mwakyembe,788964963
Tanzania,David Mwakyusa,760150452
Tanzania,Victor Mwambalaswa,788967090
Tanzania,Jaka Mwambi,742237674
Tanzania,Salome Mwambu,788973757
Tanzania,Luckson Mwanjale,788966512
Tanzania,Aggrey Mwanri,788966870
Tanzania,Johnson Mwanyika,791079359
